second,phase,fatigue,action,HR_zone,power_zone,target_HR,target_power,fatigue_score,fatigue_level,slope,reward,lat,lon,elevation
28,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,uphill,1.9907507358036218,41.85903833,12.55962667,74.0
29,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.9251569487146476,41.859005,12.55964333,75.0
30,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.9636315873533619,41.85897667,12.55965,75.0
31,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.8685950618900249,41.85895667,12.559645,75.0
32,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.8903115626012332,41.85893667,12.55962667,75.0
33,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,downhill,1.974600113579765,41.85894,12.55959167,75.0
34,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.8752552683155876,41.85893167,12.55955333,74.0
35,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.979162206596028,41.858935,12.55951333,74.0
36,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.925420320455798,41.85892,12.55947333,74.0
37,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.9368067165282012,41.85891333,12.559425,74.0
38,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.8757704033596672,41.85890333,12.55939833,74.0
39,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.8018570215620624,41.85889333,12.55939833,74.0
40,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,uphill,1.9583782412867783,41.85887667,12.55938,74.0
41,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.9489060856870821,41.85886333,12.55936,75.0
42,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.8713695510312793,41.85885333,12.559325,75.0
43,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.8628389504612124,41.85884167,12.55930667,75.0
44,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.92528686575222,41.85882667,12.55928667,75.0
45,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,uphill,1.8751621648749732,41.85881333,12.55925833,75.0
46,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.9912467712712478,41.85879667,12.55923833,76.0
47,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.824072399429829,41.85877833,12.55922,76.0
48,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.9769934765982717,41.85876,12.559195,76.0
49,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,uphill,1.801924927292197,41.85874167,12.55916,76.0
50,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.8647217874086812,41.85872833,12.55911,77.0
51,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.8492762011031652,41.85872167,12.55904833,77.0
52,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.9975420934055002,41.85870667,12.55902167,77.0
53,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.9780678730889996,41.858705,12.55896667,77.0
54,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.8116656368744881,41.85869667,12.55894,77.0
55,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.8717978171304692,41.85867333,12.55895833,77.0
56,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.8241622988457593,41.85863333,12.559,77.0
57,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,downhill,1.9912949320746876,41.8586,12.55905333,77.0
58,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.8833344865598802,41.85856,12.559115,76.0
59,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,downhill,1.958114035005335,41.85854,12.55913,76.0
60,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.8065493399683648,41.85852167,12.55912667,75.0
61,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,downhill,1.936024497220629,41.85850333,12.55911833,75.0
62,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.8907723896963133,41.85849167,12.55911,74.0
63,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,downhill,1.8376170010036563,41.85848667,12.55909833,74.0
64,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.9981998180567369,41.85848,12.55908833,73.0
65,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.9322478239075935,41.85847167,12.559075,73.0
66,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,downhill,1.9314357910986575,41.85845667,12.55906,73.0
67,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.841828540115725,41.85844333,12.55905,72.0
68,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.9162989636471521,41.85843167,12.55903833,72.0
69,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.9669018175972977,41.85842333,12.55902667,72.0
70,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.8996672217327069,41.85841833,12.55900667,72.0
71,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,downhill,1.809711759449118,41.858415,12.55898,72.0
72,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.9514835161985278,41.85841167,12.558955,71.0
73,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.9856160863816514,41.85840167,12.55893,71.0
74,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.8932745497907018,41.85839,12.55891333,71.0
75,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.8408492918106618,41.858375,12.55889,71.0
76,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.8267917426727394,41.85835667,12.55886833,71.0
77,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.9256140619489912,41.85834167,12.55885,71.0
78,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.9380782954248241,41.85833167,12.55882833,71.0
79,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,downhill,1.8628867323986613,41.85831833,12.55881,71.0
80,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.8591141365366504,41.85830667,12.55879333,70.0
81,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.9886871350324218,41.85829333,12.55877,70.0
82,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.9792927212808422,41.85828,12.55874167,70.0
83,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.9527282481600055,41.85827167,12.55871,70.0
84,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.9362524451977274,41.85826,12.55867833,70.0
85,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.9363569731831283,41.85824667,12.55864667,70.0
86,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.8107277523139569,41.85823167,12.55861333,70.0
87,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.823157421946066,41.85821333,12.55859167,70.0
88,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.9307056537460916,41.85819833,12.55856833,70.0
89,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.8122897679800338,41.85818,12.55855667,70.0
90,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,uphill,1.803794119990972,41.85816167,12.55855833,70.0
91,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.8830420270795762,41.85814667,12.55855,71.0
92,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.8667225961395373,41.85812333,12.55853333,71.0
93,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.8406774551863707,41.85810833,12.55851667,71.0
94,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.8565921149264317,41.85809667,12.55849333,71.0
95,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.9052951395932165,41.858085,12.55846,71.0
96,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.862210619126747,41.85807667,12.55843667,71.0
97,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,uphill,1.8232498723589514,41.858065,12.55840833,71.0
98,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.9115003064366773,41.858055,12.55838333,72.0
99,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.9749226845246848,41.85804167,12.55836,72.0
100,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.8212828784798332,41.85802667,12.55833833,72.0
101,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,uphill,1.8936515010732546,41.85801333,12.55832833,72.0
102,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.937425716809946,41.85799833,12.55832667,73.0
103,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.9599569395473875,41.85798,12.55832333,73.0
104,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.8940865614939395,41.857965,12.55830167,73.0
105,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.9299025029586516,41.85795167,12.55827667,73.0
106,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.9933513888683536,41.85793667,12.55825,73.0
107,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.8704350158577747,41.857925,12.55823,73.0
108,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.9196699787712455,41.85791167,12.55820333,73.0
109,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.9203001635117734,41.8579,12.55818167,73.0
110,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.8235856826356118,41.85788833,12.55815833,73.0
111,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.8326482534542945,41.85787,12.558135,73.0
112,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,uphill,1.8367996290697906,41.85785,12.55811,73.0
113,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.858425402371621,41.857835,12.55808833,74.0
114,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.9846730516890627,41.85781667,12.55806667,74.0
115,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,uphill,1.8619280884047527,41.85779833,12.55804833,74.0
116,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.868992973598677,41.85777833,12.558035,75.0
117,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,downhill,1.812567853517394,41.85776333,12.55802833,75.0
118,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.9211507797856864,41.85774167,12.55803667,74.0
119,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.8961189513050531,41.85771833,12.558055,74.0
120,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,downhill,1.9976628849963745,41.8577,12.55806667,74.0
121,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.8309514423289843,41.85769,12.55806333,73.0
122,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,downhill,1.8157119326155797,41.85767667,12.55805667,73.0
123,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.8016873475564146,41.857665,12.55804667,72.0
124,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,downhill,1.8851622879483532,41.85765333,12.55803667,72.0
125,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.9468588242519387,41.85763833,12.55802667,71.0
126,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.9138930417512845,41.85762667,12.558015,71.0
127,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,downhill,1.9224079567172054,41.85761333,12.55800333,71.0
128,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.8098363934645005,41.85759833,12.55798667,70.0
129,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.9832919524136217,41.85758667,12.55795833,70.0
130,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,downhill,1.8448838195642332,41.85757833,12.55792667,70.0
131,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.844622706716597,41.85756,12.55789167,69.0
132,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.9037325216166199,41.85754,12.55785833,69.0
133,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.8836847444827076,41.85752667,12.55783833,69.0
134,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,downhill,1.9365558548112343,41.85750333,12.55782167,69.0
135,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.9462098147998614,41.85747333,12.55780667,68.0
136,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.976106740435175,41.85745167,12.55778833,68.0
137,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.8987314612975705,41.85741833,12.55779333,68.0
138,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.9959495259316546,41.85738333,12.55780667,68.0
139,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,downhill,1.8418078644462517,41.85735,12.55782333,68.0
140,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.9984118439055834,41.85732333,12.55782833,67.0
141,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,downhill,1.996268763162941,41.8573,12.557815,67.0
142,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.9962274608024289,41.857265,12.55779167,66.0
143,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,downhill,1.9091957827299697,41.85724833,12.557745,66.0
144,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.8968208151097719,41.85724,12.55767833,65.0
145,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.9382216085166855,41.85723,12.55761833,65.0
146,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.920349551695756,41.85722167,12.55758167,65.0
147,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,downhill,1.8413625195595598,41.85720833,12.55753167,65.0
148,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.8742698019470891,41.85719333,12.55748,64.0
149,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.8741964380415665,41.85717333,12.55743333,64.0
150,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.8481059469986203,41.85716,12.557395,64.0
151,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.977352137228589,41.857135,12.55737667,64.0
152,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.8826934505523196,41.85711333,12.55741333,64.0
153,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.8204622205090493,41.85709833,12.557395,64.0
154,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.831306612450912,41.85706833,12.55743,64.0
155,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,downhill,1.829311768037787,41.85706167,12.55745333,64.0
156,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.8688892159442356,41.857065,12.55745833,63.0
157,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.936962135618003,41.85705667,12.55746167,63.0
158,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.904537949351073,41.85704333,12.55745833,63.0
159,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.8514626089855872,41.85703333,12.55744667,63.0
160,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.9884244720137678,41.857025,12.55741667,63.0
161,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.993140530928445,41.85700667,12.55738333,63.0
162,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.984700891631469,41.85699333,12.557355,63.0
163,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.8144522884349588,41.856985,12.55734167,63.0
164,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.8871919420889076,41.85697,12.557325,63.0
165,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,uphill,1.954960464752788,41.856955,12.55730333,63.0
166,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.8781518859051154,41.85694,12.55728333,64.0
167,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.9250156017983118,41.85692333,12.55726167,64.0
168,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.862975923376359,41.856915,12.55724333,64.0
169,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.8733492729850127,41.85690167,12.55724167,64.0
170,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.9004405157041866,41.85688667,12.55724667,64.0
171,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.8061326094071641,41.856875,12.55724833,64.0
172,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,downhill,1.9932479094969666,41.85686667,12.55724833,64.0
173,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.8169530810996053,41.85686167,12.55725,63.0
174,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.8723521721605578,41.85686,12.55724667,63.0
175,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.8454465109696205,41.85685833,12.557245,63.0
176,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.8658146569211893,41.85685833,12.55724167,63.0
177,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.9612063561368143,41.856855,12.55724,63.0
178,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.8875708051857318,41.85685167,12.55724,63.0
179,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.8871195991096443,41.856845,12.557235,63.0
180,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,uphill,1.8187202515493688,41.85683167,12.55723,63.0
181,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.8485595280144698,41.85681833,12.55722167,64.0
182,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.9025722061365027,41.85680333,12.55721667,64.0
183,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.9529117418660626,41.85678833,12.55721,64.0
184,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,uphill,1.86108136870292,41.85677167,12.55720833,64.0
185,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.8726919866141305,41.85675833,12.55720833,65.0
186,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,uphill,1.8602224923970998,41.85675333,12.55720167,65.0
187,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.9998092349061285,41.85675,12.55719833,66.0
188,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.9658523387285063,41.85674833,12.55719333,66.0
189,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.8146246466759706,41.85674167,12.55719,66.0
190,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.9983322434262627,41.85673,12.55718333,66.0
191,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.8285320236925526,41.85671167,12.55717333,66.0
192,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.9021163878587097,41.85669833,12.55716167,66.0
193,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.9888283888629152,41.85668667,12.55715167,66.0
194,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.9970335121105183,41.85668,12.55713,66.0
195,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.978264809083845,41.85666833,12.5571,66.0
196,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,uphill,1.9664995936943734,41.85665333,12.55707167,66.0
197,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.9695887182566678,41.85663833,12.55704667,67.0
198,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.9569168349651591,41.856625,12.557025,67.0
199,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.8263381375069627,41.85661,12.55701,67.0
200,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,uphill,1.9710015374256273,41.856595,12.55699833,67.0
201,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.9456026704247864,41.85658,12.556985,68.0
202,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.8515301529677006,41.856565,12.55696833,68.0
203,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.8742269884179674,41.85654667,12.55695667,68.0
204,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.8458843902721778,41.85653167,12.556945,68.0
205,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.8340388407314334,41.856515,12.556935,68.0
206,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,downhill,1.9110793290982921,41.85650167,12.55692333,68.0
207,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.9521395280226201,41.85648667,12.55690667,67.0
208,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.8922528081524788,41.856475,12.55688333,67.0
209,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,downhill,1.8034361564599126,41.856465,12.55686667,67.0
210,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.8085407898760106,41.85645333,12.55684833,66.0
211,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.9364175120065419,41.85644333,12.556835,66.0
212,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.8749290253505766,41.85643167,12.55682,66.0
213,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.8681113820923585,41.85641667,12.556805,66.0
214,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.9297338454957664,41.85640333,12.556795,66.0
215,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,uphill,1.9268605866110395,41.856385,12.55677667,66.0
216,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.927533384272144,41.85636667,12.55675667,67.0
217,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.8194380264129972,41.85634333,12.55674,67.0
218,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.9791201652992065,41.85631833,12.556725,67.0
219,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.823205702324327,41.85629167,12.556715,67.0
220,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.9101494652057243,41.85626833,12.5567,67.0
221,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,uphill,1.8592276889699753,41.85624333,12.55667667,67.0
222,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.9503641111323466,41.85622167,12.55665333,68.0
223,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.859000580474405,41.85619667,12.55663,68.0
224,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.831605468840791,41.856175,12.556605,68.0
225,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,uphill,1.8002263413113881,41.85615667,12.55658167,68.0
226,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.8394507227560146,41.85613833,12.55656,69.0
227,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.9464098540205867,41.85611833,12.55655,69.0
228,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,uphill,1.941625894207762,41.85609833,12.55653667,69.0
229,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.861640769758169,41.856075,12.55651833,70.0
230,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.9446191633355254,41.85605,12.55650167,70.0
231,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,downhill,1.9956775805384712,41.85602667,12.55648833,70.0
232,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.876873452947126,41.85600167,12.556475,69.0
233,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.8211776293480137,41.855985,12.55646167,69.0
234,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,downhill,1.9021910151237014,41.855965,12.55644,69.0
235,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.8363891249271849,41.85594333,12.55641333,68.0
236,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.8414700247744211,41.85592333,12.55638833,68.0
237,warmup,low,slow down,Z1,Z1,Z1,Z1,0,,flat,1.804093027744842,41.85589833,12.556365,68.0
